Date,Stream,Point,Longitude (UTM),Latitude (UTM),Method,Species,Stage of development,Body Length (mm),Total Length (mm),Bottom Type,Depth (cm),Sample,Obs
09/19/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.76,18.69,NA,NA,NA,NA
09/19/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.96,18.99,NA,NA,NA,NA
09/19/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.97,17.86,NA,NA,NA,NA
09/19/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,26,11.97,31.77,NA,NA,NA,NA
09/19/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,7.43,26.18,NA,NA,NA,NA
09/19/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,8.95,26.96,NA,NA,NA,NA
09/19/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,11.63,38.72,NA,NA,NA,NA
09/19/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,9.9,31.9,NA,NA,NA,NA
09/19/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,9.17,27.54,NA,NA,NA,NA
09/19/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,9.4,27.94,NA,NA,NA,NA
09/19/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,9.88,28.11,NA,NA,NA,NA
10/17/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,6.8,NA,NA
10/17/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,4.7,NA,NA
10/17/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Rock.Drift,4.5,NA,NA
10/17/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,7.5,NA,NA
10/17/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Aplastodiscus eugenioi,29,13,47,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Rock,3.2,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Vegetation,3.8,NA,NA
10/17/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,7,22,NA,NA,NA,NA
10/17/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,8,25,NA,NA,NA,NA
10/17/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,NA,NA,32,NA,NA,NA,fugiu
10/17/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,15,49,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Vegetation,3.8,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand,5,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand,5,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand,3,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand,5,NA,NA
10/17/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,7,20,NA,NA,NA,NA
10/17/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,7,21,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,3,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,11,29,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,33,17,45,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,10,27,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,9,25,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,11,22,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,11,27,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,31,16,45,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,10,27,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,10,26,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,7,26,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,NA,NA,48,NA,NA,NA,fugiu
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,26,16,41,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,10,26,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,10,27,NA,NA,NA,NA
10/17/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,10,19,NA,NA,NA,Crossodactylus aeneusuda cortada
10/17/11,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation.Drift,7,NA,NA
10/17/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,27,19,56,Sand.Vegetation.Drift,7.6,NA,NA
10/17/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,27,19,65,NA,NA,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Vegetation,2,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Vegetation,2,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand,3,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand,4.5,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand,5,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand,5,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand,5,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Rock.Vegetation,5.5,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Rock.Vegetation,5.5,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Rock,5.5,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand,6,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Drift,6,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Vegetation.Drift,6.2,NA,fugiu
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Drift,7,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand,8,NA,Crossodactylus aeneusuda cortada
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,42,NA,NA,NA,NA,NA,Crossodactylus aeneusuda cortada
11/24/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,NA,NA,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,11.2,33.6,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,12.1,37.4,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,26,13.4,39.9,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,26,12.3,35.9,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,26,12.5,37.5,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,10.7,31.9,NA,NA,NA,fugiu
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,12.2,35.3,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,29,14.5,42.4,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,4.5,16.85,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.45,15.9,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,4.75,16.8,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,4.8,16.85,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,7.1,22.7,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,7.6,22.6,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,6.2,21.6,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,4.3,15.55,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.2,15.9,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.45,16,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,4.5,15.8,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.3,17.2,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.1,17,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,8.2,25.8,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,34,15.7,43.1,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,26,14,40.2,NA,NA,NA,NA
11/24/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,6.4,20.1,NA,NA,NA,NA
11/24/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,6.9,19.6,NA,NA,NA,NA
11/24/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.3,17.5,NA,NA,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,3,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation.Drift,4.5,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Rock.Vegetation.Drift,6,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Rock.Drift,7.5,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Rock,4,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand,8,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand,8,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,NA,NA,NA,NA,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,26,16.8,55.8,NA,NA,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,41,19,56,NA,NA,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,41,17.2,50,NA,NA,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,13.7,44,NA,NA,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,9.2,32,NA,NA,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,8.1,26.3,NA,NA,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,12,41.75,NA,NA,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,10,33.5,NA,NA,NA,NA
11/24/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,8.2,28.9,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Drift,3,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Periphyton.Vegetation,1.5,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,4.5,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Drift,3.5,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Rock.Drift,3,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,2.5,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,7.9,30.55,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,9,30.35,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,9.7,34.4,NA,NA,NA,NA
11/24/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,11.35,42.2,NA,NA,NA,NA
11/24/11,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Periphyton.Drift,4,NA,NA
11/24/11,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Periphyton.Vegetation.Drift,8.5,NA,NA
11/24/11,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Periphyton.Vegetation,2,NA,NA
11/24/11,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,3,NA,NA
11/24/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,6.1,22.9,NA,NA,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Drift,5,NA,NA
12/23/11,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Periphyton,3,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Drift,5.5,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Drift,5.5,NA,perdido
12/23/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,12.1,42.6,NA,NA,NA,NA
12/23/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,10.8,37,NA,NA,NA,NA
12/23/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,9.8,33,NA,NA,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Drift,4,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation.Drift,7.5,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Drift,6,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Rock.Drift,6,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Rock.Drift,6.5,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Drift,9.5,NA,NA
12/23/11,4,A,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Drift,10.5,NA,NA
12/23/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,26,9.7,29.7,NA,NA,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,4.5,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,4,NA,NA
12/23/11,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,NA,NA,NA,NA,NA,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,32,14.2,46.1,NA,NA,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,31,13.5,41.8,NA,NA,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,35,14.3,45.1,NA,NA,NA,perdido
12/23/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,42,16,55.2,NA,NA,NA,NA
12/23/11,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,NA,NA,NA,NA,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Rock.Drift,9,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand,4,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,2,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation.Drift,5.5,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation.Drift,5.5,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,4.5,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.2,17.6,NA,NA,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.2,17.1,NA,NA,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.6,17.9,NA,NA,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.4,17.2,NA,NA,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,4.9,17.6,NA,NA,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.2,17.6,NA,NA,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,5.1,18.6,NA,NA,NA,NA
12/23/11,4,C,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,12.1,31.6,NA,NA,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,9.5,31.7,NA,NA,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,7.6,25.9,NA,NA,NA,NA
01/17/12,4,C,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Drift,4,NA,NA
01/17/12,4,C,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Vegetation,5,NA,NA
01/17/12,4,C,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Vegetation,7,NA,NA
01/17/12,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Drift,2,NA,NA
01/17/12,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand,5.5,NA,NA
01/17/12,4,C,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Drift,7,NA,NA
01/17/12,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Periphyton,2.7,NA,NA
01/17/12,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Rock,7,NA,NA
01/17/12,4,C,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Rock,7.5,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,13.6,45.5,NA,NA,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,8.15,24.2,NA,NA,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,6.8,19.4,NA,NA,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,7.6,21.6,NA,NA,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,8.5,26.45,NA,NA,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,9.9,28.9,NA,NA,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,10.8,31.4,NA,NA,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,25,9,24.6,NA,NA,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,38,15.2,46.1,NA,NA,NA,NA
01/17/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,31,16.75,46.15,NA,NA,NA,NA
01/17/12,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Drift,5.5,NA,NA
01/17/12,4,C,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,4,NA,NA
02/25/12,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Rock,4,NA,NA
02/25/12,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Rock,4,NA,NA
02/25/12,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Rock,6,NA,NA
02/25/12,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Periphyton.Vegetation,4.5,NA,NA
02/25/12,4,A,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand,6,NA,NA
02/25/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,9.6,29.9,NA,NA,NA,NA
02/25/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,NA,NA,23.77,NA,NA,NA,NA
02/25/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,30,16.7,53.6,NA,NA,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Periphyton.Vegetation,2,NA,NA
02/25/12,4,C,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Sand.Drift,5.5,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,2,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Rock,3,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,5.5,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Rock,3,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Visual,Crossodactylus aeneus,NA,NA,NA,Rock,6,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Vegetation,3,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Visual,Hylodes pipilans,NA,NA,NA,Sand.Rock,5.5,NA,NA
02/25/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,NA,NA,30.6,NA,NA,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,9.4,31.3,NA,NA,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,26,13,47.9,NA,NA,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,10.9,33.7,NA,NA,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Dipnet,Hylodes pipilans,25,10.9,NA,NA,NA,NA,NA
02/25/12,4,A,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,30,14.5,41,NA,NA,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,26,10.5,29.3,NA,NA,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,28,10.8,32.3,NA,NA,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,27,12.1,38,NA,NA,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,29,12.8,38,NA,NA,NA,NA
02/25/12,4,B,"732789,157313938","7520602,56741477",Dipnet,Crossodactylus aeneus,30,13.4,38.6,NA,NA,NA,NA
